person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
20,37425,RENT,2.4,EDUCATION,B,10404,11.03,0.278,N,23,0
26,89179,RENT,8.6,PERSONAL,D,3165,15.97,0.035,Y,21,0
28,37680,MORTGAGE,3.1,HOMEIMPROVEMENT,B,15727,12.11,0.417,N,17,0
33,41289,MORTGAGE,16.3,HOMEIMPROVEMENT,D,22321,14.45,0.541,N,7,1
58,113230,MORTGAGE,4.6,PERSONAL,E,2955,11.05,0.026,N,7,1
27,62311,MORTGAGE,8.5,EDUCATION,C,4263,12.06,0.068,N,14,0
35,18003,RENT,1.0,PERSONAL,G,16831,10.98,0.935,N,21,1
25,19327,RENT,0.7,PERSONAL,D,31621,13.37,1.636,N,3,1
28,51506,MORTGAGE,13.0,VENTURE,C,13288,14.59,0.258,N,19,0
59,47748,RENT,2.5,PERSONAL,B,28828,10.27,0.604,Y,9,1
63,45041,RENT,12.6,MEDICAL,B,25954,11.94,0.576,Y,20,1
35,67842,RENT,4.4,PERSONAL,A,33973,12.26,0.501,N,5,0
34,39387,RENT,,HOMEIMPROVEMENT,D,15990,8.48,0.406,N,6,0
61,66605,RENT,10.2,EDUCATION,C,17650,10.64,0.265,N,17,0
41,50799,RENT,2.0,MEDICAL,A,8274,12.65,0.163,N,15,0
41,47729,MORTGAGE,3.5,PERSONAL,B,23299,18.4,0.488,Y,5,1
32,44521,RENT,2.5,PERSONAL,A,26750,11.76,0.601,N,25,1
57,32884,RENT,0.8,VENTURE,B,14302,9.2,0.435,Y,11,0
33,49314,RENT,15.1,EDUCATION,E,2428,15.65,0.049,N,22,1
21,36837,RENT,11.5,MEDICAL,B,30995,13.24,0.841,N,21,1
58,45767,MORTGAGE,2.0,VENTURE,D,22238,11.48,0.486,N,7,0
20,40996,OWN,5.0,PERSONAL,B,17280,12.94,0.422,N,20,0
50,35091,RENT,3.2,PERSONAL,E,18255,16.16,0.52,N,11,1
49,90428,MORTGAGE,6.6,MEDICAL,B,4207,13.04,0.047,Y,25,0
35,168484,MORTGAGE,1.5,MEDICAL,B,21316,9.26,0.127,N,24,0
30,35927,MORTGAGE,4.2,PERSONAL,B,34816,14.66,0.969,N,9,1
53,87636,OWN,5.4,PERSONAL,B,25105,8.38,0.286,Y,18,0
131,27104,RENT,4.9,EDUCATION,A,28201,13.61,1.04,Y,6,1
21,52156,RENT,19.2,PERSONAL,F,9472,10.03,0.182,N,26,1
38,54593,MORTGAGE,3.0,MEDICAL,E,9582,,0.176,N,24,1
38,47500,RENT,24.2,MEDICAL,D,4882,14.92,0.103,N,6,1
46,38816,MORTGAGE,10.2,MEDICAL,A,15679,11.89,0.404,N,25,0
48,62227,RENT,2.8,MEDICAL,C,9038,10.8,0.145,N,4,0
25,78241,MORTGAGE,6.6,PERSONAL,B,8790,7.29,0.112,N,24,0
26,27906,RENT,1.7,PERSONAL,E,14565,9.28,0.522,N,29,1
46,115085,MORTGAGE,6.0,PERSONAL,C,25888,9.07,0.225,N,29,0
27,62690,MORTGAGE,3.3,EDUCATION,B,7724,8.94,0.123,N,8,0
43,26909,RENT,6.3,EDUCATION,C,28922,10.94,1.075,N,27,1
50,23223,MORTGAGE,8.9,PERSONAL,A,8887,10.57,0.383,Y,4,1
48,81963,MORTGAGE,5.0,HOMEIMPROVEMENT,E,15677,12.56,0.191,N,7,0
55,24806,MORTGAGE,1.3,EDUCATION,F,21734,5.12,0.876,N,19,1
20,23570,MORTGAGE,1.8,EDUCATION,A,4315,15.54,0.183,N,2,0
44,81886,MORTGAGE,5.2,VENTURE,E,11201,12.69,0.137,N,6,0
40,22233,MORTGAGE,,EDUCATION,E,1535,6.45,0.069,N,21,0
33,109183,MORTGAGE,1.5,VENTURE,B,6169,13.0,0.057,N,17,1
20,60333,MORTGAGE,,VENTURE,C,27728,12.03,0.46,N,2,0
55,109397,MORTGAGE,0.8,MEDICAL,D,3800,7.55,0.035,N,7,0
34,46028,MORTGAGE,7.0,EDUCATION,D,23235,11.64,0.505,N,27,0
28,40543,MORTGAGE,,DEBTCONSOLIDATION,A,1515,13.88,0.037,N,13,0
22,41182,RENT,5.3,VENTURE,A,7781,12.0,0.189,N,4,0
46,36695,MORTGAGE,2.8,MEDICAL,C,32242,8.45,0.879,N,18,1
28,64665,RENT,14.3,HOMEIMPROVEMENT,E,1282,14.07,0.02,N,2,1
35,24964,RENT,9.0,PERSONAL,G,6739,9.23,0.27,N,15,0
51,21339,RENT,3.1,PERSONAL,A,16652,8.34,0.78,Y,11,1
34,45946,MORTGAGE,5.6,PERSONAL,C,4892,7.82,0.106,N,25,0
61,70084,OWN,12.2,VENTURE,D,5943,9.37,0.085,N,16,0
36,36163,RENT,,PERSONAL,E,34044,9.26,0.941,Y,25,1
62,13791,MORTGAGE,0.4,EDUCATION,G,818,7.49,0.059,N,27,1
41,37336,MORTGAGE,0.4,MEDICAL,G,13512,12.29,0.362,N,25,1
52,79224,RENT,3.7,MEDICAL,B,22259,8.96,0.281,Y,12,0
62,32765,RENT,6.0,HOMEIMPROVEMENT,D,34853,11.58,1.064,Y,23,1
43,59258,MORTGAGE,0.9,EDUCATION,A,3443,10.65,0.058,N,20,0
38,32647,MORTGAGE,4.4,HOMEIMPROVEMENT,B,26528,12.87,0.813,N,20,1
47,121988,MORTGAGE,2.0,EDUCATION,B,9862,12.65,0.081,N,24,0
40,59363,RENT,2.8,PERSONAL,A,21417,8.02,0.361,N,22,1
40,69432,RENT,10.8,PERSONAL,A,25630,10.84,0.369,N,26,0
27,57156,RENT,2.9,MEDICAL,E,18797,12.69,0.329,N,12,0
64,65750,RENT,4.4,EDUCATION,E,4324,12.67,0.066,N,29,1
39,27635,RENT,1.5,EDUCATION,C,1569,11.9,0.057,N,21,1
28,95609,RENT,6.0,MEDICAL,C,1891,11.89,0.02,N,22,0
38,94619,MORTGAGE,6.1,EDUCATION,E,5676,14.65,0.06,N,20,0
28,40594,RENT,4.9,PERSONAL,A,14704,11.01,0.362,N,22,0
25,96326,RENT,4.9,PERSONAL,E,24857,5.0,0.258,N,22,0
37,64679,MORTGAGE,3.9,EDUCATION,A,14077,13.17,0.218,N,10,0
30,18221,MORTGAGE,3.4,DEBTCONSOLIDATION,A,25461,13.32,1.397,Y,12,1
31,46967,MORTGAGE,1.9,HOMEIMPROVEMENT,D,3009,14.56,0.064,N,14,0
44,56445,RENT,1.5,VENTURE,B,22014,12.8,0.39,N,27,0
38,80895,OTHER,15.9,EDUCATION,D,10673,12.83,0.132,N,23,0
54,79520,RENT,4.9,PERSONAL,B,4125,9.98,0.052,N,16,0
38,90636,MORTGAGE,3.2,EDUCATION,A,4071,11.2,0.045,N,18,0
52,57764,RENT,4.4,VENTURE,F,22859,7.24,0.396,N,4,1
25,42903,RENT,6.3,EDUCATION,F,15107,9.5,0.352,Y,3,1
63,39430,MORTGAGE,8.9,MEDICAL,B,12657,12.93,0.321,N,18,1
62,21364,OWN,1.1,MEDICAL,B,2334,9.88,0.109,Y,4,1
61,107000,OWN,4.7,MEDICAL,A,8317,11.26,0.078,N,5,0
28,30557,RENT,9.1,VENTURE,A,18245,11.14,0.597,Y,5,0
49,64739,MORTGAGE,2.8,MEDICAL,G,26342,12.4,0.407,N,8,1
50,110458,RENT,8.1,EDUCATION,E,26778,15.47,0.242,Y,22,1
46,110442,MORTGAGE,9.7,MEDICAL,B,12471,5.0,0.113,N,3,0
49,62156,MORTGAGE,,MEDICAL,F,27450,12.88,0.442,N,4,1
47,55282,MORTGAGE,10.7,DEBTCONSOLIDATION,B,23876,5.0,0.432,Y,13,1
21,71660,MORTGAGE,6.9,MEDICAL,B,28035,,0.391,N,16,0
42,34071,MORTGAGE,8.3,EDUCATION,A,4451,9.69,0.131,Y,20,1
35,34210,RENT,3.7,EDUCATION,A,22899,8.94,0.669,Y,19,1
20,24960,RENT,4.3,HOMEIMPROVEMENT,C,17719,,0.71,Y,16,1
62,33302,MORTGAGE,4.2,PERSONAL,F,31636,9.22,0.95,N,21,1
63,50978,MORTGAGE,3.2,PERSONAL,D,27591,12.02,0.541,Y,10,1
46,21094,MORTGAGE,10.7,VENTURE,F,11993,7.53,0.569,Y,18,1
36,23069,MORTGAGE,1.8,DEBTCONSOLIDATION,B,7555,15.3,0.327,Y,18,1
43,43677,RENT,1.9,EDUCATION,A,10772,12.26,0.247,N,8,0
24,101028,RENT,17.7,MEDICAL,B,19895,5.92,0.197,N,5,0
27,166539,RENT,4.6,VENTURE,A,31914,5.85,0.192,N,27,0
51,32240,MORTGAGE,1.0,MEDICAL,A,2383,7.21,0.074,Y,8,0
25,53727,RENT,0.5,PERSONAL,A,16219,8.58,0.302,N,7,0
51,41203,RENT,8.3,HOMEIMPROVEMENT,E,21193,16.11,0.514,N,12,1
35,64621,MORTGAGE,2.1,MEDICAL,B,26712,9.19,0.413,N,12,0
47,120024,MORTGAGE,0.1,HOMEIMPROVEMENT,A,7770,10.52,0.065,N,25,0
55,47317,RENT,4.9,EDUCATION,C,31521,9.68,0.666,N,22,0
26,57384,RENT,5.6,EDUCATION,F,11582,,0.202,N,2,0
49,43447,OWN,,DEBTCONSOLIDATION,D,15645,,0.36,Y,8,1
28,91087,MORTGAGE,5.4,EDUCATION,D,9661,15.4,0.106,Y,17,1
52,23284,RENT,4.2,MEDICAL,E,14353,11.41,0.616,N,2,1
61,87228,MORTGAGE,12.4,VENTURE,A,31383,10.76,0.36,N,20,0
22,41409,MORTGAGE,7.7,MEDICAL,A,31004,10.96,0.749,Y,6,1
22,107958,OTHER,3.1,EDUCATION,A,34326,8.15,0.318,Y,12,1
64,68636,MORTGAGE,11.1,PERSONAL,E,11506,13.39,0.168,N,23,0
29,65510,MORTGAGE,1.7,HOMEIMPROVEMENT,C,15460,16.86,0.236,N,14,0
41,86310,RENT,6.9,EDUCATION,D,28927,11.94,0.335,N,29,0
51,44870,MORTGAGE,9.9,HOMEIMPROVEMENT,D,26403,13.11,0.588,N,11,1
48,11883,OWN,7.6,MEDICAL,F,14468,7.85,1.218,Y,9,1
53,42203,MORTGAGE,1.9,EDUCATION,A,19140,10.23,0.454,N,12,1
63,62059,MORTGAGE,1.2,VENTURE,A,11087,13.68,0.179,N,17,0
47,25857,RENT,7.5,PERSONAL,B,16212,10.83,0.627,N,27,0
30,83768,MORTGAGE,3.5,EDUCATION,E,2715,13.58,0.032,Y,10,0
25,49488,RENT,20.6,VENTURE,D,14183,10.6,0.287,N,8,0
39,105792,RENT,4.1,DEBTCONSOLIDATION,B,3083,8.18,0.029,N,29,0
55,58898,RENT,3.3,VENTURE,B,5017,11.33,0.085,N,15,0
41,180873,RENT,11.6,PERSONAL,B,11396,5.0,0.063,Y,6,0
54,109145,RENT,2.7,PERSONAL,G,17904,8.51,0.164,Y,12,0
57,31950,MORTGAGE,4.9,PERSONAL,G,21667,5.78,0.678,Y,26,1
24,48028,MORTGAGE,2.5,DEBTCONSOLIDATION,C,23664,13.69,0.493,N,10,0
58,23168,MORTGAGE,0.6,VENTURE,C,32568,12.19,1.406,N,22,1
51,41697,MORTGAGE,3.6,VENTURE,B,34174,8.85,0.82,Y,17,1
25,37063,OWN,1.6,PERSONAL,B,26008,,0.702,Y,16,1
42,50413,RENT,1.9,EDUCATION,B,21743,8.76,0.431,Y,6,0
59,70129,RENT,24.3,VENTURE,D,10556,13.09,0.151,N,18,0
53,60172,MORTGAGE,13.6,MEDICAL,C,32671,9.02,0.543,N,29,1
64,38956,MORTGAGE,,EDUCATION,B,11144,8.42,0.286,Y,2,0
25,53492,RENT,5.0,DEBTCONSOLIDATION,B,28833,12.83,0.539,N,10,0
29,29135,MORTGAGE,12.5,DEBTCONSOLIDATION,A,32903,13.64,1.129,Y,2,1
52,25561,MORTGAGE,3.2,HOMEIMPROVEMENT,B,23974,11.75,0.938,N,5,0
33,47550,OWN,11.5,EDUCATION,F,7413,13.37,0.156,N,21,1
30,57330,RENT,3.6,EDUCATION,F,7483,13.13,0.131,N,19,0
52,28981,MORTGAGE,6.6,VENTURE,C,13880,7.26,0.479,N,9,0
30,47460,MORTGAGE,2.5,PERSONAL,A,19596,11.29,0.413,N,27,1
54,109100,OWN,3.7,MEDICAL,C,1094,12.78,0.01,Y,7,0
57,69261,MORTGAGE,0.3,PERSONAL,B,759,11.17,0.011,N,26,0
25,68630,MORTGAGE,,MEDICAL,B,12088,,0.176,N,23,0
59,49219,MORTGAGE,4.2,PERSONAL,D,1113,11.25,0.023,N,10,0
25,56446,MORTGAGE,5.5,DEBTCONSOLIDATION,D,23473,9.87,0.416,Y,29,1
22,29198,RENT,7.0,HOMEIMPROVEMENT,C,23299,17.07,0.798,N,19,1
62,54189,MORTGAGE,6.1,EDUCATION,D,23064,9.96,0.426,N,20,1
22,31738,RENT,8.2,EDUCATION,B,21897,14.92,0.69,N,12,1
23,52017,RENT,4.0,PERSONAL,F,3623,9.71,0.07,Y,14,0
63,64193,RENT,1.6,MEDICAL,A,26191,12.17,0.408,N,13,0
30,47630,MORTGAGE,,MEDICAL,B,5235,5.47,0.11,N,8,0
57,96343,MORTGAGE,4.4,MEDICAL,B,19609,12.51,0.204,N,24,0
43,32149,RENT,2.0,HOMEIMPROVEMENT,C,7109,10.24,0.221,N,12,1
34,46978,RENT,,DEBTCONSOLIDATION,C,32777,11.32,0.698,N,15,0
55,52215,RENT,8.6,MEDICAL,E,25564,14.09,0.49,Y,16,1
38,69922,MORTGAGE,2.7,MEDICAL,C,34704,12.46,0.496,N,23,0
59,19525,MORTGAGE,7.3,PERSONAL,C,31314,5.2,1.604,N,14,1
39,89284,MORTGAGE,2.9,HOMEIMPROVEMENT,E,21312,9.62,0.239,N,2,0
32,52589,MORTGAGE,5.6,HOMEIMPROVEMENT,D,20087,15.19,0.382,Y,24,1
35,38371,OWN,8.6,PERSONAL,C,15865,5.15,0.413,N,26,1
35,54097,RENT,6.6,HOMEIMPROVEMENT,G,25828,9.98,0.477,N,23,1
55,45755,RENT,3.8,DEBTCONSOLIDATION,D,33507,8.58,0.732,Y,23,1
27,80903,OWN,,MEDICAL,B,31930,9.59,0.395,N,14,0
49,66719,MORTGAGE,18.9,HOMEIMPROVEMENT,D,2378,6.01,0.036,N,27,0
44,62082,RENT,,HOMEIMPROVEMENT,A,20027,12.36,0.323,N,7,0
41,25031,MORTGAGE,4.5,PERSONAL,A,4067,10.28,0.162,N,28,0
60,38211,MORTGAGE,5.6,VENTURE,D,7749,16.23,0.203,N,3,0
47,57618,MORTGAGE,2.4,EDUCATION,C,14995,9.28,0.26,N,26,0
30,30079,MORTGAGE,11.8,DEBTCONSOLIDATION,B,15756,6.67,0.524,N,27,1
44,94373,RENT,1.9,MEDICAL,A,30071,14.04,0.319,N,13,1
40,40398,MORTGAGE,6.2,MEDICAL,A,8973,10.74,0.222,N,3,0
59,57666,RENT,3.4,PERSONAL,A,10969,7.49,0.19,N,21,1
61,87629,OWN,14.1,PERSONAL,D,31114,6.99,0.355,N,18,0
50,61771,RENT,2.0,DEBTCONSOLIDATION,A,27544,,0.446,N,10,0
24,59218,RENT,5.8,MEDICAL,D,23536,7.47,0.397,N,27,1
52,38405,RENT,9.2,EDUCATION,A,26476,,0.689,Y,7,1
29,36444,RENT,1.5,MEDICAL,B,2795,16.33,0.077,N,7,0
50,64668,RENT,,HOMEIMPROVEMENT,E,33765,12.16,0.522,N,9,0
43,94327,MORTGAGE,14.1,DEBTCONSOLIDATION,E,3739,11.06,0.04,N,9,0
64,63932,OWN,6.4,EDUCATION,D,19751,16.16,0.309,Y,8,0
38,52400,RENT,2.9,DEBTCONSOLIDATION,A,24727,11.19,0.472,N,17,1
30,69043,RENT,17.5,MEDICAL,B,21712,8.21,0.314,N,9,0
53,49737,MORTGAGE,6.2,PERSONAL,B,23488,8.83,0.472,N,18,0
58,60058,MORTGAGE,0.8,DEBTCONSOLIDATION,B,29672,13.12,0.494,N,23,1
43,57105,RENT,,PERSONAL,B,13867,15.93,0.243,Y,9,1
24,29457,MORTGAGE,17.4,HOMEIMPROVEMENT,A,11560,13.53,0.392,N,4,0
64,43239,MORTGAGE,10.3,DEBTCONSOLIDATION,B,30923,10.97,0.715,N,24,0
61,57811,RENT,4.9,PERSONAL,C,2505,14.93,0.043,N,10,0
47,142891,MORTGAGE,12.8,PERSONAL,D,14773,10.25,0.103,N,17,1
45,45118,RENT,7.6,EDUCATION,C,28004,13.58,0.621,Y,5,1
37,28586,MORTGAGE,3.7,MEDICAL,B,4216,17.26,0.147,Y,12,0
41,78314,RENT,0.7,EDUCATION,A,25619,14.51,0.327,N,4,1
28,44617,MORTGAGE,4.0,PERSONAL,B,10762,12.9,0.241,N,3,1
24,25537,RENT,4.0,VENTURE,A,28357,11.19,1.11,N,24,1
42,73404,RENT,3.3,EDUCATION,C,16709,7.53,0.228,N,20,1
63,72077,MORTGAGE,8.3,HOMEIMPROVEMENT,D,4669,10.16,0.065,N,8,0
31,34218,RENT,19.0,MEDICAL,B,32495,5.0,0.95,N,25,0
26,43895,MORTGAGE,,PERSONAL,D,7875,10.06,0.179,N,4,1
51,51305,RENT,3.7,MEDICAL,D,28742,12.42,0.56,N,12,0
25,111971,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3537,11.01,0.032,N,22,0
22,49330,MORTGAGE,1.4,EDUCATION,A,12562,14.57,0.255,Y,17,1
52,112689,MORTGAGE,0.9,PERSONAL,C,2375,13.16,0.021,N,13,0
38,61545,RENT,10.2,PERSONAL,C,27742,11.09,0.451,N,3,1
36,14514,RENT,8.3,PERSONAL,B,21981,,1.514,N,10,1
26,135977,MORTGAGE,2.6,EDUCATION,C,8552,9.67,0.063,N,19,0
22,57371,RENT,,MEDICAL,C,13539,15.99,0.236,Y,25,1
31,49341,MORTGAGE,1.7,EDUCATION,B,22022,10.33,0.446,N,9,0
44,26347,RENT,5.0,EDUCATION,E,21314,15.18,0.809,N,5,1
41,45250,MORTGAGE,5.1,PERSONAL,B,7697,5.0,0.17,N,16,0
64,22467,MORTGAGE,3.1,HOMEIMPROVEMENT,D,33464,7.09,1.489,N,4,1
50,47506,RENT,3.7,EDUCATION,C,12771,13.44,0.269,N,11,1
27,85156,RENT,0.9,MEDICAL,B,32852,7.37,0.386,N,29,0
29,61992,RENT,,HOMEIMPROVEMENT,D,24644,7.29,0.398,Y,28,0
34,71349,RENT,5.0,DEBTCONSOLIDATION,C,18896,8.88,0.265,Y,11,1
20,13310,MORTGAGE,4.9,VENTURE,D,21553,12.53,1.619,Y,23,1
25,62563,RENT,4.5,VENTURE,B,14135,7.92,0.226,N,16,0
27,73173,RENT,3.3,HOMEIMPROVEMENT,E,3730,7.58,0.051,N,4,0
64,46490,RENT,8.7,DEBTCONSOLIDATION,A,14550,15.71,0.313,N,18,0
21,91538,RENT,17.3,EDUCATION,D,8549,7.06,0.093,N,3,0
54,33640,RENT,2.7,EDUCATION,A,8222,6.43,0.244,N,7,1
45,74754,MORTGAGE,,DEBTCONSOLIDATION,B,10830,7.82,0.145,N,29,0
25,17006,MORTGAGE,4.4,DEBTCONSOLIDATION,C,5969,5.39,0.351,N,10,0
27,47299,MORTGAGE,5.5,DEBTCONSOLIDATION,G,15505,9.69,0.328,N,21,1
30,86338,OWN,8.8,EDUCATION,D,28923,8.11,0.335,N,21,0
20,33276,MORTGAGE,1.6,DEBTCONSOLIDATION,E,23123,8.6,0.695,N,23,1
32,61529,RENT,2.2,EDUCATION,C,10433,14.47,0.17,N,10,0
38,31312,OWN,4.3,VENTURE,B,3316,7.91,0.106,N,19,1
33,89575,MORTGAGE,1.2,VENTURE,C,10385,12.44,0.116,N,29,0
60,30250,RENT,2.7,VENTURE,B,6260,18.78,0.207,N,10,1
50,47778,RENT,2.7,PERSONAL,A,31423,9.56,0.658,N,20,1
61,49126,RENT,7.5,EDUCATION,C,5282,8.05,0.108,Y,6,0
22,16301,RENT,13.3,EDUCATION,B,31382,16.53,1.925,N,6,1
60,22176,RENT,1.7,DEBTCONSOLIDATION,B,24628,12.1,1.111,N,12,1
53,49573,RENT,5.5,MEDICAL,C,28642,9.54,0.578,N,6,1
57,37668,MORTGAGE,,PERSONAL,D,26470,9.75,0.703,N,18,0
44,33081,MORTGAGE,16.3,PERSONAL,E,3854,10.7,0.117,N,23,1
32,86031,OTHER,2.0,DEBTCONSOLIDATION,B,20505,10.88,0.238,N,24,0
42,49851,OTHER,7.8,VENTURE,B,15318,15.33,0.307,N,16,0
41,138462,RENT,5.0,VENTURE,C,13761,16.67,0.099,N,14,1
61,34100,MORTGAGE,5.0,HOMEIMPROVEMENT,F,19306,13.84,0.566,Y,10,1
50,51434,MORTGAGE,2.4,PERSONAL,C,21407,13.54,0.416,N,25,0
37,19366,RENT,0.6,MEDICAL,C,15762,11.41,0.814,N,13,1
46,76433,MORTGAGE,2.1,HOMEIMPROVEMENT,B,18778,12.64,0.246,N,29,0
40,57917,OWN,4.7,HOMEIMPROVEMENT,C,29308,11.59,0.506,Y,6,0
57,59418,RENT,8.8,HOMEIMPROVEMENT,D,34574,7.18,0.582,Y,18,1
24,175574,RENT,2.3,HOMEIMPROVEMENT,D,25138,7.99,0.143,N,27,0
55,33960,RENT,4.2,HOMEIMPROVEMENT,E,31063,11.93,0.915,N,25,1
24,47911,MORTGAGE,6.9,VENTURE,D,29221,8.77,0.61,N,24,1
49,25218,OWN,14.5,HOMEIMPROVEMENT,E,29779,14.9,1.181,N,23,1
34,23558,OTHER,12.9,EDUCATION,D,11787,10.33,0.5,N,20,1
43,115518,RENT,,DEBTCONSOLIDATION,D,24749,13.59,0.214,N,3,0
33,131727,MORTGAGE,,HOMEIMPROVEMENT,D,9627,8.39,0.073,Y,14,1
50,83503,RENT,,PERSONAL,D,10245,10.63,0.123,N,14,0
34,28487,RENT,,PERSONAL,B,17018,13.83,0.597,N,5,1
56,46627,MORTGAGE,6.4,MEDICAL,C,24398,15.37,0.523,Y,13,1
20,42316,MORTGAGE,2.5,MEDICAL,C,1868,9.43,0.044,N,19,0
37,15239,RENT,,DEBTCONSOLIDATION,C,5331,9.63,0.35,N,11,0
54,94196,MORTGAGE,4.6,EDUCATION,A,30045,5.0,0.319,Y,20,0
39,55813,MORTGAGE,,MEDICAL,A,34182,12.42,0.612,N,13,0
62,49452,RENT,18.9,EDUCATION,C,20478,11.98,0.414,N,22,1
29,43191,MORTGAGE,2.5,EDUCATION,D,31280,16.02,0.724,N,5,1
58,24554,RENT,8.6,EDUCATION,F,30541,8.02,1.244,N,27,1
29,29021,OWN,5.0,PERSONAL,C,18399,13.16,0.634,N,24,1
30,62392,RENT,,PERSONAL,C,5530,9.55,0.089,N,28,0
20,102643,RENT,2.0,PERSONAL,D,8990,10.64,0.088,Y,29,1
32,29691,OWN,5.7,PERSONAL,B,24996,18.29,0.842,Y,12,1
47,99709,OWN,0.6,VENTURE,D,637,5.0,0.006,N,16,0
64,137294,RENT,11.5,EDUCATION,A,2866,11.58,0.021,N,26,0
64,107644,RENT,2.5,DEBTCONSOLIDATION,D,33524,12.37,0.311,N,22,0
34,77232,MORTGAGE,2.9,EDUCATION,A,9188,10.82,0.119,N,6,0
52,15138,RENT,3.1,PERSONAL,A,23082,13.66,1.525,N,9,1
57,53293,RENT,19.0,EDUCATION,D,19001,,0.357,N,28,1
45,45243,MORTGAGE,3.3,DEBTCONSOLIDATION,E,3416,15.83,0.076,Y,16,1
49,49433,RENT,7.5,EDUCATION,B,20610,14.35,0.417,N,28,0
61,95625,RENT,4.3,DEBTCONSOLIDATION,B,30937,,0.324,N,25,1
38,88902,RENT,4.1,DEBTCONSOLIDATION,C,26644,10.91,0.3,N,8,0
24,57040,RENT,10.5,EDUCATION,D,28204,,0.494,N,16,1
23,64429,OWN,2.8,EDUCATION,D,12041,10.12,0.187,N,11,0
55,59084,RENT,3.4,EDUCATION,A,29872,17.45,0.506,N,19,0
61,30196,RENT,2.0,EDUCATION,C,23728,5.0,0.786,N,6,0
56,46719,MORTGAGE,1.1,MEDICAL,B,4899,12.06,0.105,Y,18,0
57,59863,MORTGAGE,6.5,MEDICAL,B,30851,10.71,0.515,N,4,1
27,46220,OWN,,PERSONAL,D,3263,6.36,0.071,Y,21,1
24,38606,RENT,2.9,DEBTCONSOLIDATION,A,5080,10.35,0.132,Y,10,1
49,30054,OWN,3.3,PERSONAL,C,28355,11.34,0.943,N,26,1
37,44465,OWN,3.1,EDUCATION,B,18274,10.83,0.411,N,17,0
51,36341,RENT,2.3,VENTURE,B,15319,,0.422,Y,8,0
64,47979,MORTGAGE,4.8,PERSONAL,C,11584,9.09,0.241,N,5,0
50,25953,RENT,0.8,PERSONAL,F,15487,8.39,0.597,N,13,1
22,32033,RENT,,MEDICAL,B,12694,5.75,0.396,N,11,0
21,119445,RENT,,VENTURE,D,14730,7.47,0.123,N,21,0
56,47730,RENT,2.7,HOMEIMPROVEMENT,B,13338,10.75,0.279,Y,12,1
64,69379,RENT,3.2,PERSONAL,E,4693,10.92,0.068,N,10,0
24,52888,OWN,13.3,EDUCATION,B,5132,11.14,0.097,N,13,0
24,64914,RENT,3.6,DEBTCONSOLIDATION,A,9991,10.89,0.154,N,6,0
34,38643,RENT,4.1,MEDICAL,B,17970,9.05,0.465,Y,21,1
43,53758,RENT,4.9,DEBTCONSOLIDATION,F,25928,9.96,0.482,N,13,0
32,46689,MORTGAGE,12.4,DEBTCONSOLIDATION,B,27889,10.88,0.597,N,17,0
41,35395,RENT,5.3,HOMEIMPROVEMENT,C,18962,9.11,0.536,N,17,1
45,29691,RENT,2.2,EDUCATION,A,33816,8.61,1.139,N,11,0
41,105865,MORTGAGE,5.4,MEDICAL,A,2146,5.0,0.02,Y,13,0
23,50115,RENT,1.9,MEDICAL,D,27159,18.23,0.542,N,28,0
61,29241,MORTGAGE,6.7,EDUCATION,C,11218,13.13,0.384,N,27,0
48,71987,RENT,2.9,DEBTCONSOLIDATION,D,33917,10.1,0.471,N,18,0
50,79896,RENT,9.2,DEBTCONSOLIDATION,D,33990,8.99,0.425,Y,25,0
43,40397,RENT,2.3,HOMEIMPROVEMENT,D,8414,10.79,0.208,N,16,1
64,13321,RENT,1.7,MEDICAL,D,31048,9.34,2.331,Y,5,1
52,25679,RENT,5.6,MEDICAL,F,756,12.37,0.029,N,18,0
42,65384,RENT,8.9,EDUCATION,D,3438,6.21,0.053,N,13,1
64,39303,MORTGAGE,1.6,VENTURE,A,7957,12.76,0.202,N,15,0
41,68690,MORTGAGE,4.8,VENTURE,C,29787,10.78,0.434,N,28,1
30,57615,RENT,7.5,DEBTCONSOLIDATION,B,23038,15.95,0.4,Y,10,0
50,32541,MORTGAGE,4.0,VENTURE,D,34484,14.41,1.06,N,25,1
30,101813,OWN,1.5,VENTURE,A,7011,10.61,0.069,N,17,0
49,60938,MORTGAGE,0.6,DEBTCONSOLIDATION,C,18190,13.11,0.299,N,6,0
62,43940,MORTGAGE,2.7,EDUCATION,D,5511,10.06,0.125,N,20,0
31,56764,RENT,,PERSONAL,B,22128,10.59,0.39,N,3,1
35,47008,MORTGAGE,3.2,VENTURE,C,6130,13.81,0.13,Y,8,1
61,97362,RENT,4.2,DEBTCONSOLIDATION,B,30262,12.2,0.311,N,27,0
21,87061,RENT,2.9,MEDICAL,F,29366,9.28,0.337,N,12,0
34,38747,MORTGAGE,13.1,PERSONAL,B,24186,8.23,0.624,N,6,0
41,56843,MORTGAGE,16.8,VENTURE,C,2466,13.42,0.043,N,3,0
22,27864,MORTGAGE,4.8,DEBTCONSOLIDATION,D,19499,8.75,0.7,Y,16,1
24,31281,MORTGAGE,3.7,PERSONAL,C,17878,8.52,0.572,Y,9,0
